Data,Filter,population,P,N,PositiveTest,NegativeTest,TP,TN,FP,FN,TPR,TNR,PPV,NPV,FPR,FDR,FNR,ACC,F1_score,MCC,informedness,markedness,prevalence,LRP,LRN,DOR,FOR
fabricresults All,Filtersystem,391,13,378,18,373,7,367,11,6,0.5384615384615384,0.9708994708994709,0.3888888888888889,0.9839142091152815,0.0291005291005291,0.6111111111111112,0.46153846153846156,0.9565217391304348,0.45161290322580644,0.4357652605386477,0.5093610093610095,0.37280309800417033,0.03324808184143223,18.503496503496503,0.475372039404737,38.92424242424242,0.0160857908847185
fabricresults All,USE,391,13,378,12,379,4,370,8,9,0.3076923076923077,0.9788359788359788,0.3333333333333333,0.9762532981530343,0.021164021164021163,0.6666666666666666,0.6923076923076923,0.9565217391304348,0.32,0.2978343953472348,0.28652828652828655,0.30958663148636756,0.03324808184143223,14.53846153846154,0.7072765072765073,20.555555555555557,0.023746701846965697
fabricresults All,Or Classifiers,391,13,378,25,366,8,361,17,5,0.6153846153846154,0.955026455026455,0.32,0.9863387978142076,0.04497354497354497,0.68,0.38461538461538464,0.9437340153452686,0.42105263157894735,0.418017991920973,0.5704110704110703,0.3063387978142076,0.03324808184143223,13.683257918552037,0.40272746643937785,33.976470588235294,0.01366120218579235
fabricresults All,Two Classifiers,391,13,378,7,384,4,375,3,9,0.3076923076923077,0.9920634920634921,0.5714285714285714,0.9765625,0.007936507936507936,0.42857142857142855,0.6923076923076923,0.969309462915601,0.4,0.40529433980146945,0.2997557997557998,0.5479910714285714,0.03324808184143223,38.769230769230774,0.6978461538461538,55.555555555555564,0.0234375
fabricresults AllNoDups,complex Bayes,391,13,378,2,389,2,378,0,11,0.15384615384615385,1.0,1.0,0.9717223650385605,0.0,0.0,0.8461538461538461,0.9718670076726342,0.26666666666666666,0.38664680066886736,0.15384615384615374,0.9717223650385605,0.03324808184143223,inf,0.8461538461538461,inf,0.028277634961439587
fabricresults AllNoDups,lin Classifier,391,13,378,19,372,7,366,12,6,0.5384615384615384,0.9682539682539683,0.3684210526315789,0.9838709677419355,0.031746031746031744,0.631578947368421,0.46153846153846156,0.9539641943734015,0.4375,0.42250660304354415,0.5067155067155067,0.3522920203735145,0.03324808184143223,16.96153846153846,0.4766708701134931,35.58333333333333,0.016129032258064516
fabricresults AllNoDups,Filtersystem,391,13,378,18,373,7,367,11,6,0.5384615384615384,0.9708994708994709,0.3888888888888889,0.9839142091152815,0.0291005291005291,0.6111111111111112,0.46153846153846156,0.9565217391304348,0.45161290322580644,0.4357652605386477,0.5093610093610095,0.37280309800417033,0.03324808184143223,18.503496503496503,0.475372039404737,38.92424242424242,0.0160857908847185
fabricresults AllNoDups,USE,391,13,378,21,370,5,362,16,8,0.38461538461538464,0.9576719576719577,0.23809523809523808,0.9783783783783784,0.042328042328042326,0.7619047619047619,0.6153846153846154,0.9386189258312021,0.29411764705882354,0.27220613302804847,0.34228734228734226,0.21647361647361651,0.03324808184143223,9.086538461538462,0.642583935401615,14.140625,0.021621621621621623
fabricresults AllNoDups,Or Classifiers,391,13,378,33,358,9,354,24,4,0.6923076923076923,0.9365079365079365,0.2727272727272727,0.9888268156424581,0.06349206349206349,0.7272727272727273,0.3076923076923077,0.928388746803069,0.391304347826087,0.4055481457823606,0.6288156288156288,0.26155408836973093,0.03324808184143223,10.903846153846153,0.3285528031290743,33.1875,0.0111731843575419
fabricresults AllNoDups,Two Classifiers,391,13,378,9,382,5,374,4,8,0.38461538461538464,0.9894179894179894,0.5555555555555556,0.9790575916230366,0.010582010582010581,0.4444444444444444,0.6153846153846154,0.969309462915601,0.45454545454545453,0.4471724043831524,0.3740333740333741,0.5346131471785922,0.03324808184143223,36.34615384615385,0.6219662690250926,58.4375,0.020942408376963352
tcoresults,Bayes,259,129,130,50,209,45,125,5,84,0.3488372093023256,0.9615384615384616,0.9,0.5980861244019139,0.038461538461538464,0.1,0.6511627906976745,0.6563706563706564,0.5027932960893855,0.39318419983225644,0.3103756708407872,0.4980861244019139,0.4980694980694981,9.069767441860465,0.6772093023255814,13.392857142857142,0.4019138755980861
tcoresults,complex Bayes,259,129,130,65,194,59,124,6,70,0.4573643410852713,0.9538461538461539,0.9076923076923077,0.6391752577319587,0.046153846153846156,0.09230769230769231,0.5426356589147286,0.7065637065637066,0.6082474226804123,0.4742126972573132,0.41121049493142525,0.5468675654242663,0.4980694980694981,9.909560723514211,0.5688922230557639,17.419047619047618,0.36082474226804123
tcoresults,lin Classifier,259,129,130,100,159,87,117,13,42,0.6744186046511628,0.9,0.87,0.7358490566037735,0.1,0.13,0.32558139534883723,0.7876447876447876,0.759825327510917,0.5899245457883262,0.5744186046511628,0.6058490566037735,0.4980694980694981,6.7441860465116275,0.36175710594315247,18.642857142857142,0.2641509433962264
tcoresults,Filtersystem,259,129,130,88,171,76,118,12,53,0.5891472868217055,0.9076923076923077,0.8636363636363636,0.6900584795321637,0.09230769230769231,0.13636363636363635,0.4108527131782946,0.749034749034749,0.7004608294930875,0.5244973988156196,0.49683959451401316,0.5536948431685274,0.4980694980694981,6.3824289405684755,0.4526343450269347,14.10062893081761,0.30994152046783624
tcoresults,USE,259,129,130,119,140,101,112,18,28,0.7829457364341085,0.8615384615384616,0.8487394957983193,0.8,0.13846153846153847,0.15126050420168066,0.21705426356589147,0.8223938223938224,0.8145161290322581,0.6466083464066245,0.6444841979725702,0.6487394957983192,0.4980694980694981,5.654608096468561,0.25193798449612403,22.44444444444444,0.2
tcoresults,Or Classifiers,259,129,130,150,109,116,96,34,13,0.8992248062015504,0.7384615384615385,0.7733333333333333,0.8807339449541285,0.26153846153846155,0.22666666666666666,0.10077519379844961,0.8185328185328186,0.8315412186379928,0.6458248770795894,0.6376863446630889,0.6540672782874619,0.4980694980694981,3.4382124943000454,0.13646640826873385,25.194570135746606,0.11926605504587157
tcoresults,Two Classifiers,259,129,130,103,156,95,122,8,34,0.7364341085271318,0.9384615384615385,0.9223300970873787,0.782051282051282,0.06153846153846154,0.07766990291262135,0.26356589147286824,0.8378378378378378,0.8189655172413793,0.689480910976191,0.6748956469886702,0.7043813791386606,0.4980694980694981,11.96705426356589,0.28084890074977764,42.61029411764705,0.21794871794871795
tcoresults,Three Classifiers,259,129,130,57,202,57,130,0,72,0.4418604651162791,1.0,1.0,0.6435643564356436,0.0,0.0,0.5581395348837209,0.722007722007722,0.6129032258064516,0.5332594545499519,0.44186046511627897,0.6435643564356437,0.4980694980694981,inf,0.5581395348837209,inf,0.3564356435643564
tcoresultsNoDups,Bayes,259,129,130,47,212,42,125,5,87,0.32558139534883723,0.9615384615384616,0.8936170212765957,0.589622641509434,0.038461538461538464,0.10638297872340426,0.6744186046511628,0.6447876447876448,0.4772727272727273,0.37248852710035424,0.2871198568872988,0.4832396627860298,0.4980694980694981,8.465116279069768,0.7013953488372092,12.068965517241383,0.41037735849056606
tcoresultsNoDups,complex Bayes,259,129,130,59,200,53,124,6,76,0.4108527131782946,0.9538461538461539,0.8983050847457628,0.62,0.046153846153846156,0.1016949152542373,0.5891472868217055,0.6833976833976834,0.5638297872340425,0.43477037293241405,0.3646988670244484,0.5183050847457626,0.4980694980694981,8.901808785529715,0.6176544136034009,14.412280701754383,0.38
tcoresultsNoDups,lin Classifier,259,129,130,100,159,87,117,13,42,0.6744186046511628,0.9,0.87,0.7358490566037735,0.1,0.13,0.32558139534883723,0.7876447876447876,0.759825327510917,0.5899245457883262,0.5744186046511628,0.6058490566037735,0.4980694980694981,6.7441860465116275,0.36175710594315247,18.642857142857142,0.2641509433962264
tcoresultsNoDups,Filtersystem,259,129,130,88,171,76,118,12,53,0.5891472868217055,0.9076923076923077,0.8636363636363636,0.6900584795321637,0.09230769230769231,0.13636363636363635,0.4108527131782946,0.749034749034749,0.7004608294930875,0.5244973988156196,0.49683959451401316,0.5536948431685274,0.4980694980694981,6.3824289405684755,0.4526343450269347,14.10062893081761,0.30994152046783624
tcoresultsNoDups,USE,259,129,130,114,145,101,117,13,28,0.7829457364341085,0.9,0.8859649122807017,0.8068965517241379,0.1,0.11403508771929824,0.21705426356589147,0.8416988416988417,0.831275720164609,0.6878857338116555,0.6829457364341085,0.6928614640048396,0.4980694980694981,7.829457364341084,0.24117140396210163,32.46428571428571,0.19310344827586207
tcoresultsNoDups,Or Classifiers,259,129,130,146,113,116,100,30,13,0.8992248062015504,0.7692307692307693,0.7945205479452054,0.8849557522123894,0.23076923076923078,0.2054794520547945,0.10077519379844961,0.833976833976834,0.8436363636363636,0.6739434109882436,0.6684555754323198,0.679476300157595,0.4980694980694981,3.896640826873385,0.13100775193798447,29.743589743589748,0.11504424778761062
tcoresultsNoDups,Two Classifiers,259,129,130,100,159,93,123,7,36,0.7209302325581395,0.9461538461538461,0.93,0.7735849056603774,0.05384615384615385,0.07,0.27906976744186046,0.833976833976834,0.8122270742358079,0.6850914454203265,0.6670840787119856,0.7035849056603776,0.4980694980694981,13.388704318936876,0.2949517867271696,45.39285714285714,0.22641509433962265
tcoresultsNoDups,Three Classifiers,259,129,130,53,206,53,130,0,76,0.4108527131782946,1.0,1.0,0.6310679611650486,0.0,0.0,0.5891472868217055,0.7065637065637066,0.5824175824175825,0.5091915003655844,0.41085271317829464,0.6310679611650487,0.4980694980694981,inf,0.5891472868217055,inf,0.36893203883495146
tcoresults All,Bayes,259,129,130,14,245,14,130,0,115,0.10852713178294573,1.0,1.0,0.5306122448979592,0.0,0.0,0.8914728682170543,0.555984555984556,0.1958041958041958,0.23997046699059763,0.10852713178294571,0.5306122448979593,0.4980694980694981,inf,0.8914728682170543,inf,0.46938775510204084
tcoresults All,complex Bayes,259,129,130,37,222,35,128,2,94,0.2713178294573643,0.9846153846153847,0.9459459459459459,0.5765765765765766,0.015384615384615385,0.05405405405405406,0.7286821705426356,0.6293436293436293,0.42168674698795183,0.3656923141311416,0.25593321407274905,0.5225225225225225,0.4980694980694981,17.63565891472868,0.7400678294573643,23.829787234042552,0.42342342342342343
tcoresults All,lin Classifier,259,129,130,65,194,60,125,5,69,0.46511627906976744,0.9615384615384616,0.9230769230769231,0.6443298969072165,0.038461538461538464,0.07692307692307693,0.5348837209302325,0.7142857142857143,0.6185567010309279,0.4920231799414263,0.42665474060822905,0.5674068199841398,0.4980694980694981,12.093023255813952,0.5562790697674418,21.73913043478261,0.3556701030927835
tcoresults All,Filtersystem,259,129,130,88,171,76,118,12,53,0.5891472868217055,0.9076923076923077,0.8636363636363636,0.6900584795321637,0.09230769230769231,0.13636363636363635,0.4108527131782946,0.749034749034749,0.7004608294930875,0.5244973988156196,0.49683959451401316,0.5536948431685274,0.4980694980694981,6.3824289405684755,0.4526343450269347,14.10062893081761,0.30994152046783624
tcoresults All,USE,259,129,130,25,234,25,130,0,104,0.1937984496124031,1.0,1.0,0.5555555555555556,0.0,0.0,0.8062015503875969,0.5984555984555985,0.3246753246753247,0.328124679565899,0.193798449612403,0.5555555555555556,0.4980694980694981,inf,0.8062015503875969,inf,0.4444444444444444
tcoresults All,Or Classifiers,259,129,130,86,173,79,123,7,50,0.6124031007751938,0.9461538461538461,0.9186046511627907,0.7109826589595376,0.05384615384615385,0.08139534883720931,0.3875968992248062,0.7799227799227799,0.7348837209302326,0.593009583200132,0.5585569469290399,0.6295873101223282,0.4980694980694981,11.373200442967883,0.40965525934329117,27.762857142857136,0.28901734104046245
tcoresults All,Two Classifiers,259,129,130,37,222,37,130,0,92,0.2868217054263566,1.0,1.0,0.5855855855855856,0.0,0.0,0.7131782945736435,0.6447876447876448,0.4457831325301205,0.4098275934228311,0.28682170542635665,0.5855855855855856,0.4980694980694981,inf,0.7131782945736435,inf,0.4144144144144144
tcoresults All,Three Classifiers,259,129,130,15,244,15,130,0,114,0.11627906976744186,1.0,1.0,0.5327868852459017,0.0,0.0,0.8837209302325582,0.5598455598455598,0.20833333333333334,0.24890151345599779,0.11627906976744184,0.5327868852459017,0.4980694980694981,inf,0.8837209302325582,inf,0.4672131147540984
tcoresults AllNoDups,Bayes,259,129,130,10,249,10,130,0,119,0.07751937984496124,1.0,1.0,0.5220883534136547,0.0,0.0,0.9224806201550387,0.5405405405405406,0.14388489208633093,0.20117645334606996,0.07751937984496116,0.5220883534136547,0.4980694980694981,inf,0.9224806201550387,inf,0.4779116465863454
tcoresults AllNoDups,complex Bayes,259,129,130,29,230,27,128,2,102,0.20930232558139536,0.9846153846153847,0.9310344827586207,0.5565217391304348,0.015384615384615385,0.06896551724137931,0.7906976744186046,0.5984555984555985,0.34177215189873417,0.3074829851242485,0.19391771019677995,0.48755622188905545,0.4980694980694981,13.604651162790697,0.8030523255813953,16.941176470588236,0.4434782608695652
tcoresults AllNoDups,lin Classifier,259,129,130,65,194,60,125,5,69,0.46511627906976744,0.9615384615384616,0.9230769230769231,0.6443298969072165,0.038461538461538464,0.07692307692307693,0.5348837209302325,0.7142857142857143,0.6185567010309279,0.4920231799414263,0.42665474060822905,0.5674068199841398,0.4980694980694981,12.093023255813952,0.5562790697674418,21.73913043478261,0.3556701030927835
tcoresults AllNoDups,Filtersystem,259,129,130,88,171,76,118,12,53,0.5891472868217055,0.9076923076923077,0.8636363636363636,0.6900584795321637,0.09230769230769231,0.13636363636363635,0.4108527131782946,0.749034749034749,0.7004608294930875,0.5244973988156196,0.49683959451401316,0.5536948431685274,0.4980694980694981,6.3824289405684755,0.4526343450269347,14.10062893081761,0.30994152046783624
tcoresults AllNoDups,USE,259,129,130,20,239,20,130,0,109,0.15503875968992248,1.0,1.0,0.5439330543933054,0.0,0.0,0.8449612403100775,0.5791505791505791,0.2684563758389262,0.29039749673075566,0.15503875968992253,0.5439330543933054,0.4980694980694981,inf,0.8449612403100775,inf,0.4560669456066946
tcoresults AllNoDups,Or Classifiers,259,129,130,87,172,80,123,7,49,0.6201550387596899,0.9461538461538461,0.9195402298850575,0.7151162790697675,0.05384615384615385,0.08045977011494253,0.3798449612403101,0.7837837837837838,0.7407407407407407,0.5995094827351145,0.566308884913536,0.6346565089548251,0.4980694980694981,11.517165005537098,0.40146215415642533,28.688046647230316,0.28488372093023256
tcoresults AllNoDups,Two Classifiers,259,129,130,31,228,31,130,0,98,0.24031007751937986,1.0,1.0,0.5701754385964912,0.0,0.0,0.7596899224806202,0.6216216216216216,0.3875,0.3701606460022043,0.24031007751937983,0.5701754385964912,0.4980694980694981,inf,0.7596899224806202,inf,0.4298245614035088
tcoresults AllNoDups,Three Classifiers,259,129,130,6,253,6,130,0,123,0.046511627906976744,1.0,1.0,0.5138339920948617,0.0,0.0,0.9534883720930233,0.525096525096525,0.08888888888888889,0.15459384025980025,0.04651162790697683,0.5138339920948618,0.4980694980694981,inf,0.9534883720930233,inf,0.48616600790513836
bionicresults,Bayes,844,61,783,2,842,2,783,0,59,0.03278688524590164,1.0,1.0,0.9299287410926366,0.0,0.0,0.9672131147540983,0.9300947867298578,0.06349206349206349,0.17461233324444767,0.032786885245901676,0.9299287410926365,0.07227488151658767,inf,0.9672131147540983,inf,0.07007125890736342
bionicresults,complex Bayes,844,61,783,10,834,7,780,3,54,0.11475409836065574,0.9961685823754789,0.7,0.935251798561151,0.0038314176245210726,0.3,0.8852459016393442,0.9324644549763034,0.19718309859154928,0.26545024475191936,0.11092268073613454,0.635251798561151,0.07227488151658767,29.95081967213115,0.8886506935687264,33.7037037037037,0.06474820143884892
