Data,Filter,population,P,N,PositiveTest,NegativeTest,TP,TN,FP,FN,TPR,TNR,PPV,NPV,FPR,FDR,FNR,ACC,F1_score,MCC,informedness,markedness,prevalence,LRP,LRN,DOR,FOR
tcoresults All,lin Classifier,259,108,151,55,204,50,146,5,58,0.46296296296296297,0.9668874172185431,0.9090909090909091,0.7156862745098039,0.033112582781456956,0.09090909090909091,0.5370370370370371,0.7567567567567568,0.6134969325153374,0.5182284340901193,0.4298503801815061,0.624777183600713,0.416988416988417,13.981481481481481,0.5554287163876205,25.17241379310345,0.28431372549019607
tcoresults All,USE,259,108,151,26,233,23,148,3,85,0.21296296296296297,0.9801324503311258,0.8846153846153846,0.6351931330472103,0.019867549668874173,0.11538461538461539,0.7870370370370371,0.6602316602316602,0.34328358208955223,0.31681641458713344,0.19309541329408875,0.5198085176625948,0.416988416988417,10.719135802469136,0.8029904904904905,13.349019607843136,0.3648068669527897
tcoresults AllNoDups,Bayes,259,108,151,14,245,14,151,0,94,0.12962962962962962,1.0,1.0,0.6163265306122448,0.0,0.0,0.8703703703703703,0.637065637065637,0.22950819672131148,0.2826555852874305,0.12962962962962954,0.6163265306122447,0.416988416988417,inf,0.8703703703703703,inf,0.3836734693877551
tcoresults AllNoDups,complex Bayes,259,108,151,46,213,45,150,1,63,0.4166666666666667,0.9933774834437086,0.9782608695652174,0.704225352112676,0.006622516556291391,0.021739130434782608,0.5833333333333334,0.752895752895753,0.5844155844155844,0.5290080176424106,0.4100441501103753,0.6824862216778933,0.416988416988417,62.91666666666667,0.5872222222222223,107.14285714285714,0.29577464788732394
tcoresults AllNoDups,lin Classifier,259,108,151,56,203,50,145,6,58,0.46296296296296297,0.9602649006622517,0.8928571428571429,0.7142857142857143,0.039735099337748346,0.10714285714285714,0.5370370370370371,0.752895752895753,0.6097560975609756,0.5069119986189716,0.4232278636252147,0.6071428571428572,0.416988416988417,11.651234567901234,0.5592592592592593,20.83333333333333,0.2857142857142857
tcoresults AllNoDups,USE,259,108,151,16,243,15,150,1,93,0.1388888888888889,0.9933774834437086,0.9375,0.6172839506172839,0.006622516556291391,0.0625,0.8611111111111112,0.637065637065637,0.24193548387096775,0.27088606567428875,0.13226637233259741,0.554783950617284,0.416988416988417,20.97222222222222,0.866851851851852,24.19354838709677,0.38271604938271603
bionicresults,Bayes,844,54,790,2,842,2,790,0,52,0.037037037037037035,1.0,1.0,0.9382422802850356,0.0,0.0,0.9629629629629629,0.9383886255924171,0.07142857142857142,0.18641275193674642,0.03703703703703698,0.9382422802850356,0.06398104265402843,inf,0.9629629629629629,inf,0.06175771971496437
bionicresults,complex Bayes,844,54,790,6,838,5,789,1,49,0.09259259259259259,0.9987341772151899,0.8333333333333334,0.9415274463007159,0.0012658227848101266,0.16666666666666666,0.9074074074074074,0.9407582938388626,0.16666666666666666,0.26601791679268083,0.09132676980778243,0.7748607796340492,0.06398104265402843,73.14814814814814,0.9085574801671127,80.51020408163264,0.05847255369928401
bionicresults,lin Classifier,844,54,790,13,831,10,787,3,44,0.18518518518518517,0.9962025316455696,0.7692307692307693,0.9470517448856799,0.0037974683544303796,0.23076923076923078,0.8148148148148148,0.9443127962085308,0.29850746268656714,0.3604508979616719,0.18138771683075472,0.716282514116449,0.06398104265402843,48.76543209876543,0.8179208433338039,59.621212121212125,0.052948255114320095
bionicresults,USE,844,54,790,9,835,7,788,2,47,0.12962962962962962,0.9974683544303797,0.7777777777777778,0.9437125748502994,0.002531645569620253,0.2222222222222222,0.8703703703703703,0.9419431279620853,0.2222222222222222,0.3028200279667346,0.12709798406000927,0.7214903526280771,0.06398104265402843,51.2037037037037,0.8725794322241023,58.680851063829785,0.0562874251497006
bionicresultsNoDups,Bayes,844,54,790,2,842,2,790,0,52,0.037037037037037035,1.0,1.0,0.9382422802850356,0.0,0.0,0.9629629629629629,0.9383886255924171,0.07142857142857142,0.18641275193674642,0.03703703703703698,0.9382422802850356,0.06398104265402843,inf,0.9629629629629629,inf,0.06175771971496437
bionicresultsNoDups,complex Bayes,844,54,790,7,837,5,788,2,49,0.09259259259259259,0.9974683544303797,0.7142857142857143,0.9414575866188769,0.002531645569620253,0.2857142857142857,0.9074074074074074,0.9395734597156398,0.16393442622950818,0.2430161778224598,0.09006094702297229,0.6557433009045912,0.06398104265402843,36.57407407407407,0.9097104718932131,40.20408163265305,0.05854241338112306
bionicresultsNoDups,lin Classifier,844,54,790,13,831,10,787,3,44,0.18518518518518517,0.9962025316455696,0.7692307692307693,0.9470517448856799,0.0037974683544303796,0.23076923076923078,0.8148148148148148,0.9443127962085308,0.29850746268656714,0.3604508979616719,0.18138771683075472,0.716282514116449,0.06398104265402843,48.76543209876543,0.8179208433338039,59.621212121212125,0.052948255114320095
bionicresultsNoDups,USE,844,54,790,5,839,4,789,1,50,0.07407407407407407,0.9987341772151899,0.8,0.9404052443384983,0.0012658227848101266,0.2,0.9259259259259259,0.9395734597156398,0.13559322033898305,0.23218012637968446,0.07280825128926383,0.7404052443384983,0.06398104265402843,58.51851851851851,0.9270994695582782,63.12,0.05959475566150179
bionicresults All,Bayes,844,54,790,4,840,0,786,4,54,0.0,0.9949367088607595,0.0,0.9357142857142857,0.005063291139240506,1.0,1.0,0.9312796208530806,0.0,-0.018041543379727912,-0.005063291139240533,-0.06428571428571428,0.06398104265402843,0.0,1.005089058524173,0.0,0.06428571428571428
bionicresults All,complex Bayes,844,54,790,4,840,2,788,2,52,0.037037037037037035,0.9974683544303797,0.5,0.9380952380952381,0.002531645569620253,0.5,0.9629629629629629,0.9360189573459715,0.06896551724137931,0.12294977710629391,0.03450539146741671,0.4380952380952381,0.06398104265402843,14.629629629629628,0.9654070313968791,15.153846153846152,0.06190476190476191
bionicresults All,lin Classifier,844,54,790,22,822,14,782,8,40,0.25925925925925924,0.9898734177215189,0.6363636363636364,0.9513381995133819,0.010126582278481013,0.36363636363636365,0.7407407407407407,0.943127962085308,0.3684210526315789,0.3826430864899555,0.24913267698077823,0.5877018358770183,0.06398104265402843,25.60185185185185,0.7483186511319504,34.2125,0.04866180048661801
bionicresults All,USE,844,54,790,10,834,8,788,2,46,0.14814814814814814,0.9974683544303797,0.8,0.9448441247002398,0.002531645569620253,0.2,0.8518518518518519,0.943127962085308,0.25,0.3293350822566795,0.14561650257852787,0.74484412470024,0.06398104265402843,58.51851851851851,0.8540139123895469,68.52173913043477,0.05515587529976019
bionicresults AllNoDups,complex Bayes,844,54,790,4,840,2,788,2,52,0.037037037037037035,0.9974683544303797,0.5,0.9380952380952381,0.002531645569620253,0.5,0.9629629629629629,0.9360189573459715,0.06896551724137931,0.12294977710629391,0.03450539146741671,0.4380952380952381,0.06398104265402843,14.629629629629628,0.9654070313968791,15.153846153846152,0.06190476190476191
bionicresults AllNoDups,lin Classifier,844,54,790,22,822,14,782,8,40,0.25925925925925924,0.9898734177215189,0.6363636363636364,0.9513381995133819,0.010126582278481013,0.36363636363636365,0.7407407407407407,0.943127962085308,0.3684210526315789,0.3826430864899555,0.24913267698077823,0.5877018358770183,0.06398104265402843,25.60185185185185,0.7483186511319504,34.2125,0.04866180048661801
bionicresults AllNoDups,USE,844,54,790,7,837,6,789,1,48,0.1111111111111111,0.9987341772151899,0.8571428571428571,0.942652329749104,0.0012658227848101266,0.14285714285714285,0.8888888888888888,0.9419431279620853,0.19672131147540983,0.2964013038198976,0.10984528832630103,0.799795186891961,0.06398104265402843,87.77777777777777,0.890015490775947,98.625,0.05734767025089606
